,title,company,cpage,ratings,location,days_ago,summary
261,Facebook - Software Engineer (Full Stack / IOS / Machine Lea...,TechSkills Accelerator,https://au.indeed.comn/a,0.0,Australia,30,"Build report interfaces and data feeds.Full stack web or mobile application development with a variety of languages including but not limited to PHP,…"
262,Medical Laboratory Assistant - Pathology Collecter,NSW Health Pathology,https://au.indeed.com/cmp/Nsw-Health,0.0,Wollongong NSW,8,"Excellent computer skills including high attention to detail and data accuracy.Our network of pathologists are supported by scientists, technicians and support…"
263,Indigenous Cadetships - Data61 Computer Science,CSIRO,https://au.indeed.com/cmp/Csiro,0.0,Australia,11,"This work may involve data entry, data management, statistical analysis, literature searches and the production of reports and other publications."
264,Data Analytics Manager,Ambition,https://au.indeed.comn/a,0.0,Melbourne VIC,21,Develop and coach team of Data Scientists and Data Analysts.Our client is a healthcare organisation who is looking for someone who has experience in greenfield…
265,React Native Developer,Catapult Sports,https://au.indeed.comn/a,0.0,Melbourne VIC,8,"This position is imperative to the design and execution of our innovation plans, work with other software programmers, sports scientists and engineers."
266,Manager,NAB - National Australia Bank,https://au.indeed.com/cmp/Nab---National-Australia-Bank,0.0,Melbourne VIC,30,You will be an experienced Data Scientist who has previously led a team or be able to demonstrate a passion for coaching and mentoring others to uplift…
267,handshakes (DC Frontiers) - Senior Data Engineer,TechSkills Accelerator,https://au.indeed.comn/a,0.0,Australia,30,"We are looking for data engineers who are passionate about data and want to work in a multi-disciplinary team of Software Engineers, Data Engineers and Data…"
268,Investment Banking – Knowledge/ Research Analyst – 12-month...,Anton Murray Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Experience with Excel, PowerPoint and market data providers such as Thomson, Bloomberg, Dealogic, CapIQ, S&P, Credit Rating Agencies, etc would be best suited."
269,Marketing Automation Specialist,Virgin Australia,https://au.indeed.com/cmp/Virgin-Australia-Airlines,0.0,Sydney NSW,30,"Maintaining your knowledge and awareness of 1st, 2nd and 3rd party data sources, CRM database structure and data operations.GET TO KNOW THE ROLE:"
270,Project Manager,Feedzai,https://au.indeed.comn/a,0.0,Sydney NSW,10,"Founded and developed by data scientists and aerospace engineers, Feedzai has one mission:With today's most advanced risk management platform powered by big…"
271,Senior Technical Officer,AECOM,https://au.indeed.com/cmp/AECOM,3.7,Sydney NSW,30,"We are planners, materials scientists, engineers, engagement consultants, asset managers and geotechnical specialists. + Proficiency in AutoCAD essential."
272,Executive Manager - Omnia Portfolio (Analytics and Informati...,Commonwealth Bank,https://au.indeed.com/cmp/Commonwealth-Bank,4.1,Sydney NSW,14,"Background in Business Intelligence, Analytics and /or Data Warehousing, ideally with Big Data / Cloudera / Hadoop. AI and big data are changing the world."
273,Medical Laboratory Assistant - Pathology Collector/Specimen...,NSW Health Pathology,https://au.indeed.com/cmp/Nsw-Health,3.9,Campsie NSW,1,"Excellent computer skills including high attention to detail and data accuracy. Our network of pathologists are supported by scientists, technicians and support…"
274,iOS Software Engineer,hipages,https://au.indeed.comn/a,0.0,Sydney NSW,10,"You'll be working in an Agile cross-functional team of Product Managers, UX/UI Designers, Front-end, Back-end and Mobile Engineers, Quality Analysts and Data…"
275,Senior Analyst - Risk Analytics,Deloitte,https://au.indeed.com/cmp/Deloitte,4.0,Brisbane QLD,30,"You will manage, coordinate and mentor teams of data scientists and analytics professionals. You are an ambitious analytics and data science professional with a…"
276,React Native Developer,Catapult Sports,https://au.indeed.comn/a,0.0,Melbourne VIC,8,"This position is imperative to the design and execution of our innovation plans, work with other software programmers, sports scientists and engineers."
277,Marketing Automation Specialist,Virgin Australia,https://au.indeed.com/cmp/Virgin-Australia-Airlines,4.1,Sydney NSW,30,"Maintaining your knowledge and awareness of 1st, 2nd and 3rd party data sources, CRM database structure and data operations. GET TO KNOW THE ROLE:"
278,Account Manager - Media,BigDatr,https://au.indeed.comn/a,0.0,Melbourne VIC,1,"BigDatr is a media and advertising focused enterprise powered by specialist developers, researchers, data scientists, designers and professional problem solvers…"
279,Senior Consultant Quantitative Analyst,NAB - National Australia Bank,https://au.indeed.com/cmp/Nab---National-Australia-Bank,3.7,Sydney NSW,8,Are you a senior Quant Developer seeking your next challenge? Opportunities for career progression throughout the business. Day to day you will undertake:
280,Senior Product Designer,BAIN & COMPANY,https://au.indeed.com/cmp/Bain-&-Company,4.3,Sydney NSW,30,"In this role you will apply a user centered design approach to create impactful digital solutions in an integrated team with strategy consultants, product…"
281,Account Manager - Media,BigDatr,https://au.indeed.comn/a,0.0,Melbourne VIC,1,"BigDatr is a media and advertising focused enterprise powered by specialist developers, researchers, data scientists, designers and professional problem solvers…"
282,Paid Search Manager,Clemenger Group,https://au.indeed.com/cmp/Clemenger-Group,0.0,Melbourne VIC,30,We're fortunate to have some excellent data scientists working with us helping to build the latest and greatest in models.This role is a foundation role.
283,Strategy and Experience Manager (Media),Clemenger Group,https://au.indeed.com/cmp/Clemenger-Group,0.0,Melbourne VIC,30,We're fortunate to have some excellent data scientists working with us helping to build the latest and greatest in models.Ideally 3+ years of experience.
284,Senior Product Designer,BAIN & COMPANY,https://au.indeed.com/cmp/Bain-&-Company,0.0,Sydney NSW,30,"In this role you will apply a user centered design approach to create impactful digital solutions in an integrated team with strategy consultants, product…"
285,Strategy and Experience Director (Media),Clemenger Group,https://au.indeed.com/cmp/Clemenger-Group,0.0,Sydney NSW,4,We're fortunate to have some excellent data scientists working with us helping to build the latest and greatest in models.Ideally 5+ years of experience.
286,"Planning Director, Experience Media",Clemenger Group,https://au.indeed.com/cmp/Clemenger-Group,0.0,Melbourne VIC,29,Working with data planners and scientists to find interesting ways to better understand the audience – what they think and how they behave.
287,Security Operations Architect,Deloitte,https://au.indeed.com/cmp/Deloitte,0.0,Sydney NSW,30,"Experience as a data scientist.Experience with SIEM platforms such as ArcSight, Splunk or data search and indexing solutions like ELK."
288,Principal Environmental Consultant,Wild Environmental Consultants,https://au.indeed.comn/a,0.0,Townsville QLD,30,"More specifically, we are seeking an Associate Principal or Principal to lead a crack team of environmental scientists and ecologists."
289,"Executive Level 1 - Assistant Director, Compliance Analytics...",Department of Health and Ageing,https://au.indeed.com/cmp/Department-of-Health-and-Ageing,0.0,Melbourne VIC,8,"There are a number of positions available at the EL level for various skills sets including statisticians, data scientists and analytics professionals."
290,Senior CX Planner,Clemenger Group,https://au.indeed.com/cmp/Clemenger-Group,0.0,Sydney NSW,4,"Defining requirements for data analysis and performance measurement to support strategy & plans,.Auditing existing comms journeys, including mapping system and…"
291,"Cloud Engineer, Infrastructure",Swift Navigation,https://au.indeed.comn/a,0.0,Melbourne VIC,30,"A solid understanding of distributed systems (pitfalls, scaling issues, residency, integrity) to include algorithms, data structures, data stores, and the use…"
292,AIDA Technologies - Software Engineer,TechSkills Accelerator,https://au.indeed.comn/a,0.0,Australia,30,Understanding data science problems and solutions provided by senior data scientists.We are looking for a Software Engineer who will work with our data…
293,Partner Sales Manager,Autodesk,https://au.indeed.com/cmp/Autodesk,0.0,Sydney NSW,30,"Our software is used by everyone - from design professionals, engineers and architects to digital scientists, students and hobbyists."
294,Market Research Analyst - Australia ANVa,A V Immigration And Careers Consultancy Private Li...,https://au.indeed.comn/a,0.0,Australia,15,Analysing data regarding consumer patterns and preferences.Researching potential demand and market characteristics for new goods and services and collecting…
295,Senior Analyst - Risk Analytics,Deloitte,https://au.indeed.com/cmp/Deloitte,0.0,Brisbane QLD,30,"You will manage, coordinate and mentor teams of data scientists and analytics professionals.You are an ambitious analytics and data science professional with a…"
296,Quantitative Analyst,Michael Page,https://au.indeed.com/cmp/Michael-Page,0.0,Sydney Eastern Suburbs NSW,17,"An ability to collect, analyse and interpret complex quantitative data and information.Fast growing Energy Research organisation."
297,Medical Laboratory Assistant - Pathology Collector/Specimen...,NSW Health Pathology,https://au.indeed.com/cmp/Nsw-Health,0.0,Campsie NSW,1,"Excellent computer skills including high attention to detail and data accuracy.Our network of pathologists are supported by scientists, technicians and support…"
298,Buy-Side Research / Investment Analyst,Anton Murray Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,4,This is an amazing opportunity to join a leading firm as a Buy-Side Research Analyst supporting their front office.Part to full way through their CFA and.
299,Network Support Analyst,Chandler Macleod,https://au.indeed.com/cmp/Chandler-Macleod,0.0,Sydney NSW,9,"Foster collaborative and supportive relationships with a diverse range of staff including operators, maintainers, scientists and contractors."
300,Research Analyst – Investment Banking Division – Companies /...,Anton Murray Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Experience with Excel, PowerPoint and market data providers such as Thomson, Bloomberg, Dealogic, CapIQ, S&P, Credit Rating Agencies, etc would be best suited."
301,"Senior Product Analyst, Teamwork Platform",Atlassian,https://au.indeed.com/cmp/Atlassian,4.5,Sydney NSW,30,"Knowledge of data instrumentation and logging.You will partner closely with a team of Product Managers, Designers, Developers, and Data Scientists in building…"
302,Audit & Assurance - Quantitative Finance Solutions - Senior...,Deloitte,https://au.indeed.com/cmp/Deloitte,4.0,Sydney NSW,30,"Bachelor or higher degree in Computer Science, Statistics, Mathematics, Engineering/IT or a related fieldStrong quantitative programming skills, including the…"
303,Senior iOS Software Developer,hipages,https://au.indeed.comn/a,0.0,Sydney NSW,30,The developer will also be working with other teams to help postulate the changes required so that hipages can dominate the market You'll be working in an Agile…
304,"Research Fellow in Biomedical Engineering, Electrical Engine...",Queensland University of Technology,https://au.indeed.com/cmp/Queensland-University-of-Technology,4.2,Brisbane QLD,22,"Intelligence from large-scale medical data sets,.Scientists who are committed to delivering.Scientists to bring new treatments to patients."
305,Quantitative Research Analyst,Michael Page,https://au.indeed.com/cmp/Michael-Page,3.5,Sydney Eastern Suburbs NSW,30,"An ability to collect, analyse and interpret complex quantitative data and information.Work in a dynamic, intellectually stimulating and supportive environment…"
306,Quantitative Analyst,Robert Walters,https://au.indeed.com/cmp/Robert-Walters,3.6,Sydney Central Business District NSW,9,Collect data from product systems as well as rates;Analyse and interpret data to compare risk model behaviour against product system models.
307,EL1 Statistician,Michael Page,https://au.indeed.com/cmp/Michael-Page,3.5,Canberra ACT,30,Extract and manipulate data from the data warehouse in preparation for analysis.Previous exposure extracting and manipulating data using SAS and SQL to support…
308,"Senior Business Systems Analyst - HDR, Graduate Research and...",Queensland University of Technology,https://au.indeed.com/cmp/Queensland-University-of-Technology,4.2,Brisbane QLD,14,Identification of data integrity issues.The Senior Business Systems Analyst - HDR.Is one of several positions dedicated to the.Support the development of an.
309,EL 2 (S&T 6) - Discipline Leader High Performance Computing...,Australian Government Department of Defence,https://au.indeed.com/cmp/Australian-Department-of-Defence,4.2,Edinburgh SA,4,As the Discipline Leader High Performance Computing (HPC) Services and Technology you will ideally be a highly experienced Computer Scientist or Engineer able…
310,"Consultants/Managers, Actuarial Services, Government & Publi...",EY,https://au.indeed.com/cmp/Ey,4.0,Sydney NSW,30,"Analytical and other quantitative skills (actuaries, data scientists, statistics, physics or other quantitative backgrounds with modelling and coding experience…"
311,EL1 Statistician,Michael Page,https://au.indeed.com/cmp/Michael-Page,3.5,Canberra ACT,30,Extract and manipulate data from the data warehouse in preparation for analysis. Previous exposure extracting and manipulating data using SAS and SQL to support…
312,Senior Pricing Analyst,Auto & General Insurance,https://au.indeed.com/cmp/Auto-&-General-Insurance,4.1,Queensland,24,"As part of Pricing you will work closely with a small team of Actuaries and other data scientists to perform leading edge, high-quality analytics across the…"
313,"Research Fellow in Biomedical Engineering, Electrical Engine...",Queensland University of Technology,https://au.indeed.com/cmp/Queensland-University-of-Technology,4.2,Brisbane QLD,22,"Scientists who are committed to delivering. Intelligence from large-scale medical data sets,. Scientists to bring new treatments to patients."
314,"Cloud Engineer, Infrastructure",Swift Navigation,https://au.indeed.comn/a,0.0,Melbourne VIC,30,"A solid understanding of distributed systems (pitfalls, scaling issues, residency, integrity) to include algorithms, data structures, data stores, and the use…"
315,Front - end Developer - React.js - Melbourne CBD,Pearson Frank,https://au.indeed.comn/a,0.0,Melbourne City Centre VIC,7,"With a Dev team that includes Developers, Data Scientists and even Sports scientists, this opportunity is perfect for someone with a passion for sports and an…"
316,Research Analyst – Investment Banking Division – Companies /...,Anton Murray Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Experience with Excel, PowerPoint and market data providers such as Thomson, Bloomberg, Dealogic, CapIQ, S&P, Credit Rating Agencies, etc would be best suited."
317,Senior / Principal Statistical Programmer,HAYS,https://au.indeed.com/cmp/Hays,3.6,Melbourne City Centre VIC,12,"Advise project staff with requirements in relation to data collection, data storage and tabulation. Ensure consistency in data structuring and presentation."
318,Senior Research Analyst,HAYS,https://au.indeed.com/cmp/Hays,3.6,Melbourne Northern Suburbs VIC,8,"Provide data analysis, demographic analysis and interpretation of data, with specialist technical skills and support as required. What you'll need to succeed."
319,Medical Physics Specialist,ACT Health,https://au.indeed.com/cmp/Act-Health,3.0,Canberra ACT,10,"An interest in gathering and interpreting/analysing data and communicating insights gained. Utilise and develop computer programs for clinical analysis, data…"
320,Research Fellow/Senior Research Fellow in Manipulation and V...,Queensland University of Technology,https://au.indeed.com/cmp/Queensland-University-of-Technology,4.2,Brisbane QLD,30,Scientists who are committed to delivering. Scientists to bring new treatments to patients. We are looking for a creative and imaginative.
321,Front - end Developer - React.js - Melbourne CBD,Pearson Frank,https://au.indeed.comn/a,0.0,Melbourne City Centre VIC,7,"With a Dev team that includes Developers, Data Scientists and even Sports scientists, this opportunity is perfect for someone with a passion for sports and an…"
322,Senior Research Analyst,HAYS,https://au.indeed.com/cmp/Hays,3.6,Melbourne Northern Suburbs VIC,8,"Provide data analysis, demographic analysis and interpretation of data, with specialist technical skills and support as required.What you'll need to succeed."
323,Forward Deployed Solution Engineer / Sales Engineer,C3.ai,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Understanding of the competitive landscape in enterprise big data and machine learning platforms.General knowledge of big data, database, batch/stream…"
324,Senior / Principal Statistical Programmer,HAYS,https://au.indeed.com/cmp/Hays,3.6,Melbourne City Centre VIC,12,"Advise project staff with requirements in relation to data collection, data storage and tabulation.Ensure consistency in data structuring and presentation."
325,Associate Director – Antibody Discovery,Derks & Derks B.V.,https://au.indeed.comn/a,0.0,Sydney NSW,30,Antibody development data management software.This is an excellent opportunity to help drive the discovery of potentially lifesaving medication by leading and…
326,Senior DevOps Engineer (Systems Engineering),Deputy,https://au.indeed.comn/a,0.0,Sydney NSW,9,"As a Senior DevOps Engineer (Systems Engineering) you will be working closely with your peers, engineers, data scientists, product managers, designers and…"
327,"Senior Business Systems Analyst - Research Management, Gradu...",Queensland University of Technology,https://au.indeed.com/cmp/Queensland-University-of-Technology,4.2,Brisbane QLD,14,Identification of data integrity issues.The Senior Business Systems Analyst is one.Of several positions dedicated to the.QUT’s corporate research management.
328,Senior Research Analyst – Power,Anton Murray Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,4,Our client is seeking a Senior Research Analyst to work as part of their Energy team.This role is ideal for applicants with strong analytical skills seeking to…
329,Senior Product Manager,Domain Group,https://au.indeed.com/cmp/Domain-Group,4.2,Australia,30,"Lead, Collaborate and inspire the engineers, designers and data scientists to build and launch new product features as well as optimise existing features."
330,Quantitative Analyst – Global Fund Manager,Anton Murray Consulting,https://au.indeed.comn/a,0.0,Melbourne VIC,4,"The Analyst will conduct applied, investment-focused quantitative analysis for a multi-billion dollar portfolio across a growing range of multi-asset mandates."
331,Quality Control Manager,Bluhat,https://au.indeed.comn/a,0.0,Brisbane QLD,1,"Review all final quality control data for accuracy and completeness; Drawing on more than 20 years of contract manufacturing experience, Luina Bio scientists…"
332,junior quantitative analyst,Randstad,https://au.indeed.com/cmp/Randstad,3.7,Sydney Central Business District NSW,2,"With your eye for detail and proven design skills, you’ll provide detailed analysis, designing and data modelling within our development test and production…"
333,Senior Software Developer | Machine Learning,PRA,https://au.indeed.comn/a,0.0,Gold Coast QLD,30,Awesome organisation making the world a better place. This exciting organisation is building products that are used across Australia and the globe.
334,Medical Physics Specialist,ACT Health,https://au.indeed.com/cmp/Act-Health,3.0,Canberra ACT,10,"An interest in gathering and interpreting/analysing data and communicating insights gained. Utilise and develop computer programs for clinical analysis, data…"
335,Senior Electrical Engineer,WSP,https://au.indeed.com/cmp/Wsp,3.7,Perth WA,6,"Ability to interrogate power generation and feeder load data from remote monitoring platform (ComAp) to provide technical analysis, assessment, conclusions and…"
336,"Senior Manager, Balance Sheet and Statistical Reporting - Gr...",Macquarie Group Limited,https://au.indeed.com/cmp/Macquarie-Group-Limited,3.9,Sydney NSW,4,"You will have knowledge of controls and managing risk associated with balance sheet and statistical reporting and engage and consult with the data team,…"
337,FUND MANAGER Disruptive Technologies Research Analyst,Avenir Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,9,Developing tailored research and insights on emerging technologies via data analytics and modeling across industries and markets.
338,Senior Software Engineer,PRA,https://au.indeed.comn/a,0.0,Brisbane QLD,23,You will be responsible for creating innovative solutions for deriving information about the physical world from remote sensing data including LiDAR and imagery…
339,Senior Investment Quantitative Analyst – Global Fund Manager,Anton Murray Consulting,https://au.indeed.comn/a,0.0,Melbourne VIC,30,"The Analyst will conduct applied, investment-focused quantitative analysis for a multi-billion dollar portfolio across a growing range of multi-asset mandates."
340,Lecturer/Senior Lecturer in Cyber Security - Automation,The University of Queensland,https://au.indeed.com/cmp/The-University-of-Queensland,4.3,Brisbane QLD,30,We seek to appoint a scientist with interest and experience in systems thinking and well versed in vulnerability discovery and exploitation technologies.
341,quantitative analyst - basel iii x 4,Randstad,https://au.indeed.com/cmp/Randstad,0.0,Sydney Central Business District NSW,30,"Ensuring the scope of independent validation appropriately challenges a model's scope of application, methodology and implementation, data used and its…"
342,Senior Investment Quantitative Analyst – Global Fund Manager,Anton Murray Consulting,https://au.indeed.comn/a,0.0,Melbourne VIC,30,"The Analyst will conduct applied, investment-focused quantitative analysis for a multi-billion dollar portfolio across a growing range of multi-asset mandates."
343,senior quantitative analyst,Randstad,https://au.indeed.com/cmp/Randstad,0.0,Sydney Central Business District NSW,30,"Ensuring the scope of independent validation appropriately challenges a model's scope of application, methodology and implementation, data used and its…"
344,Lecturer/Senior Lecturer in Cyber Security - Automation,The University of Queensland,https://au.indeed.com/cmp/The-University-of-Queensland,0.0,Brisbane QLD,30,We seek to appoint a scientist with interest and experience in systems thinking and well versed in vulnerability discovery and exploitation technologies.
345,Data Analyst / Junior Data Scientist,Freelancer.com,https://au.indeed.com/cmp/Freelancer.com,0.0,Sydney NSW,4,We are a data-driven company - data trumps opinions.Present information using data visualisation techniques.You think data and dream numbers.
346,Data Scientist (Mathematician),Eliiza - Part of Mantel Group,https://au.indeed.comn/a,0.0,Melbourne VIC,15,Ability to manipulate complex data sets to model and visualise the data.Represent Eliiza within the data and machine learning community.
347,Data Scientist,Eliiza,https://au.indeed.comn/a,0.0,Melbourne VIC,30,Ability to manipulate complex data sets to model and visualise the data.Represent Eliiza within the data and machine learning community.
348,Junior Data Analyst,2hats,https://au.indeed.comn/a,0.0,Sydney NSW,8,"If you are a data scientist or self-proclaimed ""data geek"" then look no further!Ability to present data in an organized way.THIS IS THE ROLE FOR YOU!"
349,Graduate Data Scientist,Biometix,https://au.indeed.comn/a,0.0,Barton ACT,16,Delivery of data analysis on biometric data sets.Harness cutting edge data science methods to become a key member of the world’s leading biometrics data…
350,Data Scientist,AQ1 Systems,https://au.indeed.comn/a,0.0,Hobart TAS,11,AQ1 Systems has an exciting opportunity for a talented and enthusiastic data scientist to join our growing team.Australian Citizen or Permanent Resident.
351,Data Scientist - Measurement & Attribution team,Rokt,https://au.indeed.comn/a,0.0,Sydney NSW,15,"3+ years of relevant experience as a data scientist.You will be working in a team of four to six data scientists, engineers and analysts."
352,Data Scientist,Fortune Select,https://au.indeed.comn/a,0.0,Newcastle NSW,7,We are looking for data scientist with over 10 year’s exp.In data scientist role and 5 years in telco exp.Candidate should have big data analytics exp.
353,Data Scientist - Sydney,Freelancer.com,https://au.indeed.com/cmp/Freelancer.com,4.1,Sydney NSW,12,"Proven experience as a data scientist or analyst.If this sounds like you, you will love life as a data scientist at Freelancer."
354,Neurophysiology Scientist,Seer,https://au.indeed.comn/a,0.0,Adelaide SA,5,"Securely transfer and manage patient data.As a Neurophysiology Scientist, you will review ambulatory video-EEG-ECG recordings and provide feedback to the…"
355,Data Scientist (Computer Vision & Deep Learning Specialist),Nearmap,https://au.indeed.comn/a,0.0,Barangaroo NSW,10,"You will work within a team of data scientists, statisticians and engineers.Experience with Keras, Tensorflow, 2D, multi-view and 3D data are highly valued."
356,Sport Scientist (Research & Analytics),Fusion Sport Pty Ltd,https://au.indeed.comn/a,0.0,Sumner QLD,30,"Previous experience working with any Athlete Data Management System.We do this by using leading technologies to collect accurate and reliable data, to store…"
357,Senior Data Scientist - Melbourne,Vibrato,https://au.indeed.comn/a,0.0,Melbourne VIC,4,"Be able to talk about data, the analysis and tell a story from the data.Design & Build Enterprise Data Lakes & big data analytics environments on AWS, Azure…"
358,Data Scientist,Zone IT Solutions,https://au.indeed.comn/a,0.0,Sydney NSW,6,We are hiring for a Data Scientist for a Global Consulting client in Melborne.Core exp as a Data Scientist – developing and optimizing algorithms using ML and…
359,Junior Data/Software Engineer,Oxford Economics,https://au.indeed.comn/a,0.0,Sydney NSW,22,"Solve complex data problems with innovative software solutions.Bachelor's degree or equivalent in Data Engineering, Software Engineering or related field…"
360,POST DOCTORAL SCIENTIST - BIOINFORMATICS,Victor Chang Cardiac Research Institute,https://au.indeed.com/cmp/Victor-Chang-Cardiac-Research-Institute,4.6,Darlinghurst NSW,30,Are you an accomplished scientist with a talent for complex data analysis?Visualisation and interpretation of genomic data.Supervision of junior lab members.
361,Water/Environmental Engineer/Scientist,Hydrosphere Consulting,https://au.indeed.comn/a,0.0,Ballina NSW,16,Have strong data analysis and presentation skills.We are current looking for an water/environmental engineer or scientist with more than three years’…
362,Data Analyst,Data Driven Analytics,https://au.indeed.comn/a,0.0,Adelaide SA,19,There is also an expectation with the right candidate to transit into a Data Scientist in the future.We are in the search for a Data Analyst who has a solid…
363,Data Analyst (Research),Hello Sunday Morning,https://au.indeed.com/cmp/Hello-Sunday-Morning,0.0,Surry Hills NSW,30,Classify and reclassify highly sensitive data;Undertake ongoing quality assurance of data;Experience writing ETL scripts for Apache Spark and ability to…
364,Laboratory Assistant (Greenslopes Private Hospital),Sullivan Nicolaides - Parent Entity,https://au.indeed.comn/a,0.0,Brisbane QLD,16,Specimen reception and data entry;The high level of service provided by Sullivan Nicolaides Pathology is delivered by a dedicated staff comprising of…
365,Data Scientist,Xpand Group,https://au.indeed.comn/a,0.0,Melbourne VIC,14,"The Data Scientist will collaborate with business stakeholders on discovery activities, and deliver advanced analytic insights to improve customer experience…"
366,Principal Data Scientist,Blink Recruitment,https://au.indeed.comn/a,0.0,Melbourne VIC,1,"As the Principal Data Scientist, you will be considered a senior member to the Data community.An Australia household name is looking for a Principal Data…"
367,Data Scientist,Technology Recruiting Solutions,https://au.indeed.comn/a,0.0,Melbourne VIC,5,"The Data Scientist role will work with different divisions in supporting the business by providing Data Science Solutions covering data usage, data insights,…"
368,Data Scientist,Resource Corner Pty Ltd,https://au.indeed.comn/a,0.0,Sydney NSW,22,"Practical exposure and hands-on working with Big Data system such as Hadoop, Cassandra etc.Knowledge of common statistical techniques and concepts (regression,…"
369,Data Scientist,Experis,https://au.indeed.comn/a,0.0,Sydney NSW,1,Our client are one of the world's leader in building Ml & DL products to help large enterprises handle their cyber security problems by leveraging their massive…
370,POST DOCTORAL SCIENTIST - HLH PROJECT,Victor Chang Cardiac Research Institute,https://au.indeed.com/cmp/Victor-Chang-Cardiac-Research-Institute,0.0,Darlinghurst NSW,14,Are you an accomplished scientist with a talent for hands-on experimental work and complex data analysis?You will support a dynamic team of scientists studying…
371,Data Scientist,Recon Solutions,https://au.indeed.comn/a,0.0,Brisbane QLD,8,This Data Scientist takes the responsibility of extracting insights from structured and unstructured data from the business operation.
372,Data Scientist / Lucrative Horse Racing Prediction Up to $20...,Hyre Pty Ltd,https://au.indeed.comn/a,0.0,Sydney NSW,11,An opportunity exists for a Data Scientist to join the team. Data Scientist | Perm | Sydney CBD | Up to $200K + Super. Proficient in R or Python.
373,POST DOCTORAL SCIENTIST (CMR),Victor Chang Cardiac Research Institute,https://au.indeed.com/cmp/Victor-Chang-Cardiac-Research-Institute,0.0,Darlinghurst NSW,4,Are you an accomplished scientist with a talent for hands-on experimental work and complex data analysis? We are seeking a Postdoctoral Scientist to conduct…
374,Quant Data Scientist - UK Contract - Horse Racing Modelling,RecruitmentRevolution.com,https://au.indeed.comn/a,0.0,Sydney NSW,30,"+ Previous experience working as a Quant Analyst, Data Analyst, Data Scientist or Big Data Analyst - desirable. + WPF or modern web technologies."
375,Data Scientist,Finite IT,https://au.indeed.comn/a,0.0,Gosford NSW,16,Experience with data visualisation tools. Enable the development of structured data. Experience with common data science toolkits.
376,Data Scientist (R&D),Verify Consulting,https://au.indeed.comn/a,0.0,Brisbane QLD,25,"Especially interesting to Data Science applicants as within their current environment there is a huge amount of unique, real time data streams, stored reference…"
377,Data Scientist - Melbourne,Opus Recruitment Solutions,https://au.indeed.comn/a,0.0,Melbourne VIC,14,We're currently looking for a Mid-Senior level Data scientists to join my Start-Up client in their IoT / Machine Learning project.
378,Data Modelling Analyst SQL/ Python - Pre-Trade - Sydney,Westbury Partners,https://au.indeed.comn/a,0.0,Sydney NSW,30,"Strong data modelling, data lineage and mapping. The pre-trade data models also need to align to the overall FM data models being developed."
379,POST DOCTORAL SCIENTIST - BIOINFORMATICS,Victor Chang Cardiac Research Institute,https://au.indeed.com/cmp/Victor-Chang-Cardiac-Research-Institute,0.0,Darlinghurst NSW,30,Are you an accomplished scientist with a talent for complex data analysis? Visualisation and interpretation of genomic data. Supervision of junior lab members.
380,Data Scientist,Horizon Pty,https://au.indeed.comn/a,0.0,Melbourne VIC,23,"Our client is looking for an experienced Data Scientist to join their dynamic team. Excellent interpersonal, written and oral communication skills to enable…"
381,Data Scientist,Finite IT,https://au.indeed.comn/a,0.0,Gosford NSW,16,Experience with data visualisation tools. Enable the development of structured data. Experience with common data science toolkits.
382,Quant Data Scientist - UK Contract - Horse Racing Modelling,RecruitmentRevolution.com,https://au.indeed.comn/a,0.0,Sydney NSW,30,"+ Previous experience working as a Quant Analyst, Data Analyst, Data Scientist or Big Data Analyst - desirable. + WPF or modern web technologies."
383,Data Engineer,Quantexa,https://au.indeed.comn/a,0.0,Melbourne VIC,10,"Work very closely with data scientists to ensure efficient and effective delivery of solutions; Manage, transform and cleanse high volume data;"
384,PRE-CLINICAL IMAGING RESEARCH SCIENTIST,Victor Chang Cardiac Research Institute,https://au.indeed.com/cmp/Victor-Chang-Cardiac-Research-Institute,0.0,Darlinghurst NSW,30,Experience with data processing methods and ability to learn new image processing software and to manage large data sets. State of the art facilities.
385,Statistical Data Analyst (Hospitality – Gaming Industry),Performane HR,https://au.indeed.comn/a,0.0,Melbourne VIC,14,"Prepare presentations and present conclusions from an in-depth data analysis of the data. Transform, extend and combine raw data from multiple sources into a…"
386,Data Scientist - Customer Analytics,Zip Co Limited,https://au.indeed.comn/a,0.0,Sydney NSW,30,Exposure to Big Data platforms (E.g. You'll support the design and implementation of new data science capabilities to deliver highly personalised experiences…
387,POSTDOCTORAL SCIENTIST - DEVELOPMENTAL BIOLOGY,Victor Chang Cardiac Research Institute,https://au.indeed.com/cmp/Victor-Chang-Cardiac-Research-Institute,0.0,Darlinghurst NSW,30,"Are you an accomplished scientist with a talent for hands-on experimental work and complex data analysis? Established in 1994, it is the legacy of legendary…"
388,Data Scientist,fibreHR,https://au.indeed.comn/a,0.0,Richmond VIC,29,"Structured data using Tabular, JSON, YAML. Developing efficient scientific code for solving data science problems. Your main focus will include:"
